date 	 456 RMSE 	 456 peak RMSE 	 456 max resid 	 894 RMSE 	 894 peak RMSE 	 894 max resid 
Apr06,2026+2-17-57PM	0.0014402197399763313	0.0019838709535636226	0.005958894327535713	0.00403274237112856	0.004034225375538457	0.016298384883407346	
Apr06,2026+2-27-58PM	0.001056167787383227	0.001090830968985594	0.005437344742124095	0.004577749114534441	0.00472318209063835	0.019642884955535123	
Apr06,2026+2-36-21PM	0.001029907060249539	0.0012187976641499997	0.004117979174966591	0.004078964541181512	0.004059902896139977	0.017298777228918816	
Apr06,2026+2-44-24PM	0.0009815782610079165	0.0011756753132291869	0.003802123135714597	0.003893792853500089	0.0038892242309857107	0.015683449928370674	
Apr06,2026+3-42-35PM	0.0016086369660955912	0.0024000039480597144	0.006500833821995622	0.006099846850388537	0.006470033537972668	0.03190968556904639	
Apr06,2026+3-49-52PM	0.000903853949186601	0.0010062646560419857	0.0035037531029193936	0.00454131804584229	0.006996245004713537	0.017124677038582448	
Apr06,2026+3-57-34PM	0.0013172249847473406	0.0016848238233648485	0.0048940811412852	0.004685054326697614	0.004726338415865005	0.02222829258916298	
Apr06,2026+4-04-50PM	0.0011019393915596464	0.0013277956005184912	0.004190129658900865	0.004409589437144748	0.004465542085323284	0.02032234712970038	
Apr06,2026+4-24-01PM	0.0009600197841153667	0.001171583946927567	0.0036733648322744283	0.004099929699550825	0.00405188849455819	0.015825772500345225	
Apr06,2026+4-48-08PM	0.0011908846039822014	0.0015793094480713846	0.00610960623172585	0.004054025832671194	0.004068026440686371	0.01655349515589455	
Apr06,2026+4-55-13PM	0.0014345560372728136	0.002023463991644072	0.005947832387900309	0.004204301131575648	0.004243740566194182	0.016753004062711074	
Apr06,2026+5-03-59PM	0.0009750875515536585	0.0011787038545987912	0.0036147225017011397	0.003959268845375929	0.003955799119044628	0.018499684156101592	
Apr06,2026+5-12-46PM	0.0011248603288919715	0.0013558762523774213	0.004559084156146254	0.003973084456424563	0.003995227759532556	0.016472482089796125	
Apr06,2026+5-35-52PM	0.0015392960417163059	0.002185872287051823	0.005398082212714206	0.004089101612855116	0.004315832517948461	0.01651533154656748	
Apr06,2026+7-34-24PM	0.0017166404258325758	0.0024411847818099548	0.008186685554410822	0.004078766904103478	0.0040350181009719994	0.018079898591644716	
